read_acc,fragment_id,start,stop,edit_distance
sim_rand_106, 14nt_2, 14, 31, 7
sim_rand_106, 18nt_1, 33, 57, 11
sim_rand_106, trimer_1, 60, 89, 11
sim_rand_106, 4mer_2, 101, 133, 12
sim_rand_106, 14nt_2, 136, 151, 8
sim_rand_106, 4mer_1, 151, 177, 10
sim_rand_106, 5mer_2, 177, 204, 11
sim_rand_106, 18nt_2, 210, 231, 9
sim_rand_106, 16nt_1, 232, 253, 7
sim_rand_106, trimer_1, 260, 291, 12
sim_rand_106, 14nt_2, 293, 310, 8
sim_rand_106, 18nt_1, 316, 341, 9
sim_rand_106, 4mer_1, 341, 369, 12
sim_rand_106, 14nt_2, 381, 398, 7
sim_rand_106, 16nt_2, 405, 427, 5
sim_rand_106, 5mer_4, 430, 458, 13
sim_rand_106, 14nt_1, 464, 484, 7
sim_rand_106, 14nt_2, 485, 501, 7
sim_rand_106, 5mer_3, 506, 534, 11
sim_rand_106, 14nt_1, 543, 563, 7
sim_rand_106, 18nt_1, 568, 590, 8
sim_rand_106, 14nt_2, 590, 604, 8
sim_rand_106, 14nt_2, 616, 636, 8
sim_rand_106, 5mer_3, 638, 668, 10
sim_rand_106, trimer_1, 674, 705, 13
sim_rand_106, 14nt_1, 709, 728, 8
sim_rand_106, 14nt_2, 729, 747, 6
sim_rand_106, 16nt_2, 749, 766, 8
sim_rand_106, 18nt_2, 766, 789, 8
sim_rand_106, 4mer_2, 797, 829, 12
sim_rand_106, 16nt_1, 840, 860, 7
sim_rand_106, 14nt_1, 869, 888, 6
sim_rand_106, 16nt_1, 891, 908, 9
sim_rand_106, 5mer_4, 908, 939, 13
sim_rand_106, 14nt_2, 939, 954, 9
sim_rand_106, 14nt_2, 954, 971, 3
sim_rand_106, 14nt_1, 976, 992, 6
sim_rand_107, 14nt_1, 1, 16, 8
sim_rand_107, trimer_1, 16, 45, 11
sim_rand_107, 4mer_2, 45, 72, 14
sim_rand_107, 5mer_2, 73, 106, 14
sim_rand_107, 16nt_1, 118, 138, 7
sim_rand_107, 14nt_2, 148, 166, 8
sim_rand_107, 16nt_1, 167, 189, 8
sim_rand_107, trimer_3, 194, 227, 12
sim_rand_107, 14nt_1, 227, 245, 8
sim_rand_107, 14nt_1, 246, 264, 6
sim_rand_107, 14nt_2, 272, 289, 7
sim_rand_107, 18nt_2, 290, 315, 9
sim_rand_107, 14nt_1, 318, 334, 7
sim_rand_107, 4mer_3, 334, 363, 11
sim_rand_107, 14nt_2, 363, 377, 9
sim_rand_107, 20nt_1, 379, 403, 6
sim_rand_107, 20nt_1, 403, 429, 10
sim_rand_107, 18nt_1, 434, 455, 7
sim_rand_107, 16nt_1, 455, 474, 10
sim_rand_107, 14nt_1, 474, 491, 7
sim_rand_107, 14nt_2, 496, 514, 6
sim_rand_107, 5mer_4, 529, 555, 12
sim_rand_107, 16nt_2, 560, 578, 6
sim_rand_107, 4mer_1, 578, 615, 14
sim_rand_107, 5mer_4, 627, 661, 14
sim_rand_107, 16nt_2, 673, 689, 7
sim_rand_107, 14nt_1, 689, 707, 6
sim_rand_107, 14nt_1, 713, 731, 8
sim_rand_107, 20nt_2, 736, 756, 8
sim_rand_107, 4mer_1, 756, 786, 11
sim_rand_107, 4mer_1, 786, 813, 14
sim_rand_107, 16nt_1, 815, 833, 7
sim_rand_107, 14nt_2, 833, 852, 8
sim_rand_107, 5mer_2, 856, 881, 9
sim_rand_107, 16nt_2, 882, 899, 9
sim_rand_107, 14nt_2, 900, 919, 7
sim_rand_107, 18nt_2, 919, 942, 9
sim_rand_107, 14nt_2, 946, 968, 7
sim_rand_107, 16nt_1, 979, 997, 7
sim_rand_108, 4mer_1, 4, 31, 12
sim_rand_108, 14nt_1, 42, 61, 7
sim_rand_108, 5mer_5, 65, 97, 14
sim_rand_108, 14nt_1, 97, 111, 9
sim_rand_108, 4mer_4, 111, 141, 10
sim_rand_108, 14nt_1, 144, 158, 9
sim_rand_108, trimer_1, 158, 189, 11
sim_rand_108, 14nt_2, 189, 204, 9
sim_rand_108, 5mer_3, 205, 236, 11
sim_rand_108, 14nt_2, 239, 257, 9
sim_rand_108, 4mer_1, 258, 289, 10
sim_rand_108, 14nt_2, 292, 313, 7
sim_rand_108, 14nt_2, 322, 339, 5
sim_rand_108, 16nt_2, 339, 354, 9
sim_rand_108, 4mer_3, 355, 387, 12
sim_rand_108, 16nt_1, 391, 409, 9
sim_rand_108, 16nt_1, 410, 432, 9
sim_rand_108, 14nt_1, 446, 465, 8
sim_rand_108, 18nt_1, 472, 495, 8
sim_rand_108, 16nt_2, 502, 524, 9
sim_rand_108, 14nt_2, 528, 546, 6
sim_rand_108, trimer_1, 546, 578, 12
sim_rand_108, 20nt_2, 584, 606, 9
sim_rand_108, 20nt_1, 617, 638, 10
sim_rand_108, 14nt_2, 638, 657, 7
sim_rand_108, 18nt_1, 664, 687, 10
sim_rand_108, 14nt_2, 690, 706, 8
sim_rand_108, 14nt_1, 707, 725, 7
sim_rand_108, 18nt_2, 725, 749, 9
sim_rand_108, 14nt_2, 755, 775, 7
sim_rand_108, 16nt_1, 779, 798, 8
sim_rand_108, 14nt_1, 800, 818, 6
sim_rand_108, 14nt_2, 818, 834, 9
sim_rand_108, 20nt_1, 834, 859, 9
sim_rand_108, trimer_2, 868, 901, 11
sim_rand_108, 14nt_1, 910, 927, 7
sim_rand_108, 14nt_2, 940, 958, 7
sim_rand_108, trimer_1, 958, 987, 11
sim_rand_109, Dummy loop, 2, 42, 20
sim_rand_109, 16nt_1, 42, 58, 9
sim_rand_109, 18nt_2, 58, 82, 8
sim_rand_109, 20nt_2, 94, 120, 10
sim_rand_109, 5mer_5, 125, 159, 13
sim_rand_109, 4mer_3, 162, 197, 13
sim_rand_109, 14nt_1, 197, 214, 7
sim_rand_109, 14nt_1, 216, 230, 8
sim_rand_109, 16nt_1, 232, 250, 7
sim_rand_109, 18nt_2, 252, 274, 8
sim_rand_109, 5mer_1, 275, 304, 13
sim_rand_109, 16nt_1, 312, 332, 6
sim_rand_109, 14nt_1, 332, 348, 9
sim_rand_109, 4mer_3, 352, 385, 13
sim_rand_109, 14nt_1, 388, 405, 8
sim_rand_109, trimer_1, 409, 438, 12
sim_rand_109, 14nt_2, 449, 467, 6
sim_rand_109, 14nt_1, 468, 484, 9
sim_rand_109, 5mer_4, 485, 516, 12
sim_rand_109, 4mer_4, 523, 554, 13
sim_rand_109, 20nt_1, 557, 581, 9
sim_rand_109, Dummy loop, 594, 635, 16
sim_rand_109, 18nt_1, 647, 668, 7
sim_rand_109, trimer_2, 680, 715, 10
sim_rand_109, 16nt_1, 719, 735, 9
sim_rand_109, 18nt_2, 737, 761, 9
sim_rand_109, 16nt_1, 765, 787, 9
sim_rand_109, 14nt_1, 790, 807, 8
sim_rand_109, 16nt_1, 808, 829, 8
sim_rand_109, 14nt_2, 829, 848, 8
sim_rand_109, 16nt_2, 848, 866, 9
sim_rand_109, 18nt_1, 868, 891, 8
sim_rand_109, 14nt_2, 899, 916, 6
sim_rand_109, 5mer_4, 928, 957, 11
sim_rand_109, 16nt_1, 957, 972, 10
sim_rand_109, 14nt_2, 972, 990, 6
sim_rand_110, 4mer_2, 4, 32, 12
sim_rand_110, 5mer_4, 35, 60, 11
sim_rand_110, 4mer_2, 68, 101, 12
sim_rand_110, 14nt_1, 101, 116, 9
sim_rand_110, 18nt_2, 116, 140, 9
sim_rand_110, 14nt_2, 149, 165, 5
sim_rand_110, 4mer_2, 171, 204, 13
sim_rand_110, 16nt_2, 215, 234, 7
sim_rand_110, 14nt_1, 236, 255, 7
sim_rand_110, 4mer_2, 264, 295, 13
sim_rand_110, 20nt_2, 304, 331, 10
sim_rand_110, 14nt_1, 336, 358, 9
sim_rand_110, 4mer_1, 363, 396, 12
sim_rand_110, trimer_3, 403, 433, 11
sim_rand_110, 14nt_1, 436, 459, 7
sim_rand_110, 16nt_1, 462, 481, 6
sim_rand_110, 18nt_2, 482, 500, 8
sim_rand_110, 5mer_1, 501, 529, 10
sim_rand_110, 16nt_2, 532, 551, 8
sim_rand_110, 14nt_2, 554, 571, 7
sim_rand_110, 16nt_1, 583, 603, 8
sim_rand_110, 16nt_1, 605, 624, 10
sim_rand_110, 4mer_1, 624, 655, 12
sim_rand_110, 16nt_2, 656, 676, 10
sim_rand_110, 16nt_1, 676, 694, 6
sim_rand_110, 18nt_2, 707, 732, 10
sim_rand_110, 4mer_3, 738, 768, 13
sim_rand_110, trimer_3, 781, 812, 12
sim_rand_110, 18nt_1, 816, 839, 9
sim_rand_110, 18nt_2, 849, 870, 9
sim_rand_110, trimer_3, 870, 903, 13
sim_rand_110, 14nt_2, 903, 917, 9
sim_rand_110, 14nt_2, 921, 939, 7
sim_rand_110, 18nt_2, 939, 960, 11
sim_rand_110, trimer_1, 960, 992, 13
sim_rand_111, 16nt_1, 1, 21, 10
sim_rand_111, 20nt_1, 25, 46, 8
sim_rand_111, 14nt_2, 56, 71, 5
sim_rand_111, 14nt_1, 74, 91, 7
sim_rand_111, 18nt_1, 95, 117, 7
sim_rand_111, 18nt_2, 126, 149, 9
sim_rand_111, 14nt_1, 149, 164, 7
sim_rand_111, 16nt_1, 166, 190, 8
sim_rand_111, 16nt_1, 190, 210, 8
sim_rand_111, 20nt_2, 217, 245, 9
sim_rand_111, 16nt_2, 249, 266, 8
sim_rand_111, trimer_3, 270, 300, 12
sim_rand_111, 5mer_3, 302, 331, 12
sim_rand_111, 14nt_2, 343, 359, 6
sim_rand_111, 14nt_1, 361, 374, 8
sim_rand_111, 20nt_2, 378, 402, 9
sim_rand_111, 18nt_2, 402, 425, 8
sim_rand_111, 5mer_4, 435, 465, 11
sim_rand_111, 14nt_2, 465, 480, 9
sim_rand_111, 14nt_2, 480, 497, 6
sim_rand_111, 4mer_2, 506, 537, 14
sim_rand_111, 20nt_2, 538, 563, 9
sim_rand_111, 16nt_1, 563, 579, 9
sim_rand_111, 16nt_2, 579, 603, 9
sim_rand_111, 16nt_1, 604, 621, 8
sim_rand_111, 16nt_2, 621, 641, 7
sim_rand_111, 14nt_2, 641, 660, 7
sim_rand_111, trimer_3, 670, 699, 12
sim_rand_111, 14nt_1, 699, 714, 10
sim_rand_111, 14nt_2, 714, 732, 7
sim_rand_111, 5mer_4, 736, 771, 13
sim_rand_111, 16nt_1, 781, 801, 7
sim_rand_111, 4mer_4, 805, 833, 10
sim_rand_111, 14nt_2, 835, 851, 8
sim_rand_111, 14nt_1, 854, 873, 8
sim_rand_111, 14nt_1, 883, 903, 7
sim_rand_111, 5mer_3, 912, 941, 13
sim_rand_111, 16nt_2, 943, 963, 7
sim_rand_111, 14nt_2, 974, 995, 8
sim_rand_112, 14nt_2, 14, 32, 7
sim_rand_112, 16nt_1, 42, 61, 6
sim_rand_112, 14nt_1, 67, 85, 8
sim_rand_112, 14nt_2, 89, 106, 6
sim_rand_112, 14nt_2, 106, 122, 7
sim_rand_112, 18nt_2, 123, 146, 10
sim_rand_112, 14nt_1, 152, 169, 7
sim_rand_112, 16nt_1, 174, 194, 6
sim_rand_112, 16nt_1, 204, 226, 8
sim_rand_112, 14nt_2, 226, 241, 7
sim_rand_112, 5mer_3, 254, 288, 13
sim_rand_112, 4mer_2, 298, 329, 13
sim_rand_112, 16nt_1, 334, 353, 9
sim_rand_112, 4mer_1, 355, 381, 10
sim_rand_112, 20nt_1, 381, 401, 10
sim_rand_112, 5mer_5, 401, 432, 13
sim_rand_112, 14nt_2, 433, 450, 9
sim_rand_112, 14nt_1, 458, 478, 8
sim_rand_112, 18nt_1, 479, 502, 8
sim_rand_112, 18nt_2, 502, 526, 10
sim_rand_112, 14nt_1, 529, 546, 8
sim_rand_112, 5mer_4, 554, 582, 9
sim_rand_112, 16nt_1, 595, 614, 10
sim_rand_112, 14nt_2, 614, 631, 6
sim_rand_112, trimer_3, 634, 667, 10
sim_rand_112, 18nt_2, 667, 685, 11
sim_rand_112, 18nt_1, 685, 709, 9
sim_rand_112, 5mer_4, 722, 748, 11
sim_rand_112, 16nt_2, 753, 775, 8
sim_rand_112, 5mer_5, 775, 807, 14
sim_rand_112, 14nt_1, 807, 823, 9
sim_rand_112, 14nt_1, 825, 842, 5
sim_rand_112, 14nt_1, 845, 859, 6
sim_rand_112, 14nt_1, 863, 877, 9
sim_rand_112, 14nt_2, 877, 893, 6
sim_rand_112, 4mer_3, 898, 927, 11
sim_rand_112, 16nt_2, 927, 946, 8
sim_rand_112, 14nt_1, 949, 966, 6
sim_rand_112, 14nt_1, 967, 988, 9
sim_rand_113, 18nt_2, 8, 29, 8
sim_rand_113, 18nt_2, 41, 60, 8
sim_rand_113, trimer_1, 61, 88, 9
sim_rand_113, 14nt_1, 99, 118, 7
sim_rand_113, 14nt_1, 118, 137, 8
sim_rand_113, 5mer_4, 139, 168, 12
sim_rand_113, 14nt_1, 168, 182, 8
sim_rand_113, 20nt_1, 183, 208, 9
sim_rand_113, 4mer_2, 216, 242, 11
sim_rand_113, 18nt_2, 243, 269, 9
sim_rand_113, 14nt_1, 269, 285, 10
sim_rand_113, 16nt_2, 285, 308, 9
sim_rand_113, 4mer_3, 310, 343, 13
sim_rand_113, 18nt_1, 348, 368, 8
sim_rand_113, 14nt_2, 369, 388, 6
sim_rand_113, 14nt_1, 388, 403, 7
sim_rand_113, trimer_3, 403, 434, 12
sim_rand_113, 18nt_1, 434, 450, 11
sim_rand_113, 14nt_2, 450, 466, 6
sim_rand_113, 18nt_2, 469, 493, 9
sim_rand_113, 14nt_1, 503, 522, 6
sim_rand_113, 14nt_2, 533, 552, 6
sim_rand_113, 4mer_3, 555, 582, 11
sim_rand_113, 16nt_2, 588, 609, 9
sim_rand_113, 16nt_1, 623, 644, 8
sim_rand_113, 14nt_1, 644, 658, 9
sim_rand_113, 14nt_1, 658, 678, 8
sim_rand_113, 14nt_2, 678, 690, 8
sim_rand_113, 14nt_1, 690, 708, 6
sim_rand_113, 16nt_1, 709, 729, 9
sim_rand_113, Primer_loop, 731, 787, 22
sim_rand_113, 5mer_5, 796, 825, 13
sim_rand_113, 14nt_2, 825, 843, 6
sim_rand_113, 14nt_2, 847, 865, 7
sim_rand_113, 4mer_2, 866, 901, 13
sim_rand_113, 14nt_2, 901, 918, 8
sim_rand_113, 20nt_2, 918, 946, 9
sim_rand_113, 14nt_2, 959, 979, 7
sim_rand_113, 18nt_1, 980, 997, 11
sim_rand_114, 14nt_1, 2, 19, 7
sim_rand_114, 18nt_1, 20, 41, 11
sim_rand_114, 16nt_1, 41, 61, 7
sim_rand_114, 16nt_2, 61, 79, 12
sim_rand_114, trimer_1, 79, 109, 14
sim_rand_114, 20nt_1, 112, 139, 9
sim_rand_114, 16nt_2, 139, 158, 10
sim_rand_114, 4mer_3, 163, 195, 13
sim_rand_114, 5mer_5, 206, 237, 11
sim_rand_114, 14nt_2, 245, 260, 6
sim_rand_114, 14nt_1, 264, 283, 8
sim_rand_114, 20nt_2, 294, 320, 9
sim_rand_114, 20nt_2, 326, 354, 11
sim_rand_114, 14nt_2, 354, 368, 8
sim_rand_114, 14nt_2, 368, 386, 7
sim_rand_114, 14nt_1, 386, 403, 6
sim_rand_114, 14nt_2, 409, 429, 5
sim_rand_114, 4mer_1, 442, 475, 13
sim_rand_114, 5mer_4, 475, 503, 13
sim_rand_114, 14nt_2, 504, 522, 6
sim_rand_114, 20nt_1, 532, 558, 11
sim_rand_114, 4mer_3, 558, 589, 12
sim_rand_114, 16nt_2, 594, 614, 7
sim_rand_114, 4mer_1, 621, 652, 13
sim_rand_114, 18nt_2, 658, 682, 8
sim_rand_114, 4mer_1, 685, 710, 12
sim_rand_114, trimer_2, 713, 745, 11
sim_rand_114, 18nt_2, 757, 778, 7
sim_rand_114, 14nt_1, 778, 794, 10
sim_rand_114, 14nt_1, 794, 811, 5
sim_rand_114, 18nt_2, 824, 847, 9
sim_rand_114, 20nt_1, 849, 877, 10
sim_rand_114, 16nt_1, 877, 894, 8
sim_rand_114, 18nt_1, 901, 921, 7
sim_rand_114, 4mer_3, 925, 958, 13
sim_rand_114, 14nt_2, 959, 977, 10
sim_rand_114, 14nt_1, 983, 1000, 7
sim_rand_115, trimer_3, 3, 36, 12
sim_rand_115, 16nt_1, 37, 60, 8
sim_rand_115, 14nt_2, 60, 74, 8
sim_rand_115, 20nt_1, 75, 102, 11
sim_rand_115, 4mer_3, 103, 136, 11
sim_rand_115, 18nt_1, 136, 153, 11
sim_rand_115, 16nt_2, 154, 175, 7
sim_rand_115, 14nt_1, 175, 192, 8
sim_rand_115, 16nt_1, 197, 218, 9
sim_rand_115, 14nt_2, 219, 234, 8
sim_rand_115, 14nt_2, 234, 252, 6
sim_rand_115, 16nt_2, 252, 273, 9
sim_rand_115, 16nt_2, 273, 291, 10
sim_rand_115, 18nt_1, 291, 311, 9
sim_rand_115, 14nt_1, 311, 331, 6
sim_rand_115, 18nt_2, 331, 354, 9
sim_rand_115, 14nt_2, 368, 385, 5
sim_rand_115, 5mer_5, 388, 419, 12
sim_rand_115, 5mer_2, 432, 459, 9
sim_rand_115, 5mer_4, 463, 493, 13
sim_rand_115, 14nt_2, 493, 506, 8
sim_rand_115, 18nt_1, 507, 530, 9
sim_rand_115, 16nt_2, 539, 558, 7
sim_rand_115, 5mer_3, 565, 592, 13
sim_rand_115, 18nt_1, 592, 615, 9
sim_rand_115, 16nt_2, 616, 637, 8
sim_rand_115, 16nt_1, 638, 652, 7
sim_rand_115, 5mer_5, 653, 685, 12
sim_rand_115, 14nt_1, 692, 712, 7
sim_rand_115, 16nt_1, 719, 738, 8
sim_rand_115, 14nt_1, 740, 755, 9
sim_rand_115, 4mer_1, 755, 785, 11
sim_rand_115, 14nt_1, 787, 806, 9
sim_rand_115, trimer_1, 807, 838, 13
sim_rand_115, 4mer_4, 841, 873, 12
sim_rand_115, 14nt_1, 874, 894, 8
sim_rand_115, 14nt_2, 896, 913, 6
sim_rand_115, 18nt_2, 914, 935, 8
sim_rand_115, 14nt_2, 943, 959, 6
sim_rand_115, 14nt_1, 960, 974, 9
sim_rand_115, 14nt_1, 974, 993, 8
sim_rand_116, 14nt_1, 0, 14, 8
sim_rand_116, 14nt_1, 16, 35, 6
sim_rand_116, 5mer_1, 36, 69, 14
sim_rand_116, 16nt_2, 72, 94, 8
sim_rand_116, 16nt_1, 97, 116, 8
sim_rand_116, 16nt_1, 117, 138, 9
sim_rand_116, 16nt_1, 142, 164, 8
sim_rand_116, 16nt_1, 165, 189, 10
sim_rand_116, trimer_3, 192, 224, 13
sim_rand_116, 18nt_1, 226, 247, 6
sim_rand_116, 18nt_2, 257, 280, 7
sim_rand_116, 4mer_1, 285, 313, 11
sim_rand_116, 14nt_2, 313, 333, 7
sim_rand_116, 16nt_1, 337, 355, 9
sim_rand_116, 16nt_2, 361, 379, 7
sim_rand_116, 14nt_1, 380, 396, 8
sim_rand_116, 5mer_5, 396, 425, 11
sim_rand_116, 14nt_2, 427, 444, 8
sim_rand_116, 16nt_2, 445, 467, 9
sim_rand_116, 16nt_1, 472, 493, 8
sim_rand_116, 5mer_5, 495, 526, 15
sim_rand_116, 14nt_1, 527, 544, 6
sim_rand_116, 5mer_2, 550, 578, 12
sim_rand_116, 16nt_2, 578, 599, 7
sim_rand_116, 4mer_2, 599, 629, 10
sim_rand_116, 16nt_2, 643, 665, 9
sim_rand_116, 14nt_2, 665, 680, 7
sim_rand_116, 20nt_1, 680, 705, 9
sim_rand_116, 16nt_2, 709, 727, 9
sim_rand_116, 14nt_1, 728, 748, 8
sim_rand_116, 16nt_1, 751, 771, 10
sim_rand_116, 5mer_3, 780, 810, 12
sim_rand_116, 5mer_5, 814, 841, 12
sim_rand_116, 16nt_2, 852, 873, 9
sim_rand_116, 4mer_4, 878, 907, 10
sim_rand_116, 5mer_3, 913, 940, 14
sim_rand_116, trimer_3, 940, 970, 12
sim_rand_116, 14nt_1, 974, 989, 6
sim_rand_117, 14nt_1, 1, 16, 10
sim_rand_117, 14nt_1, 16, 33, 7
sim_rand_117, 14nt_2, 33, 53, 7
sim_rand_117, 14nt_2, 65, 85, 8
sim_rand_117, 14nt_2, 86, 99, 8
sim_rand_117, 20nt_2, 103, 125, 8
sim_rand_117, 14nt_2, 128, 142, 9
sim_rand_117, 16nt_1, 142, 163, 8
sim_rand_117, 14nt_1, 163, 179, 8
sim_rand_117, 18nt_1, 179, 197, 8
sim_rand_117, 4mer_4, 200, 233, 12
sim_rand_117, 5mer_5, 236, 262, 11
sim_rand_117, 5mer_4, 274, 302, 10
sim_rand_117, 14nt_2, 302, 319, 6
sim_rand_117, 16nt_1, 330, 353, 7
sim_rand_117, 14nt_1, 356, 374, 9
sim_rand_117, trimer_1, 375, 408, 14
sim_rand_117, 14nt_2, 410, 428, 6
sim_rand_117, 14nt_1, 428, 448, 6
sim_rand_117, 16nt_1, 454, 474, 9
sim_rand_117, 4mer_1, 475, 504, 11
sim_rand_117, 14nt_1, 514, 535, 9
sim_rand_117, 14nt_1, 535, 552, 6
sim_rand_117, 14nt_2, 564, 585, 7
sim_rand_117, trimer_2, 585, 616, 13
sim_rand_117, 14nt_1, 616, 629, 8
sim_rand_117, 16nt_1, 629, 651, 8
sim_rand_117, 16nt_2, 651, 670, 9
sim_rand_117, 18nt_1, 670, 694, 10
sim_rand_117, 5mer_4, 698, 722, 12
sim_rand_117, trimer_1, 722, 753, 13
sim_rand_117, 14nt_1, 765, 788, 8
sim_rand_117, 4mer_1, 802, 830, 9
sim_rand_117, 14nt_2, 830, 850, 8
sim_rand_117, 18nt_1, 861, 887, 10
sim_rand_117, 16nt_1, 896, 915, 7
sim_rand_117, trimer_3, 925, 957, 13
sim_rand_117, 18nt_2, 966, 987, 8
sim_rand_118, 14nt_2, 0, 16, 10
sim_rand_118, 4mer_2, 16, 49, 12
sim_rand_118, 4mer_1, 49, 77, 14
sim_rand_118, 16nt_2, 77, 98, 8
sim_rand_118, 14nt_2, 101, 119, 6
sim_rand_118, 16nt_2, 127, 145, 7
sim_rand_118, 5mer_3, 148, 176, 10
sim_rand_118, 5mer_3, 179, 211, 14
sim_rand_118, 14nt_1, 215, 229, 7
sim_rand_118, 14nt_1, 238, 255, 6
sim_rand_118, 16nt_2, 264, 286, 9
sim_rand_118, 14nt_1, 286, 303, 9
sim_rand_118, 16nt_2, 303, 324, 8
sim_rand_118, 4mer_2, 324, 356, 13
sim_rand_118, 5mer_3, 359, 391, 12
sim_rand_118, 5mer_2, 409, 440, 11
sim_rand_118, 4mer_1, 441, 471, 12
sim_rand_118, 4mer_4, 483, 514, 13
sim_rand_118, 14nt_1, 514, 530, 10
sim_rand_118, 16nt_2, 530, 550, 8
sim_rand_118, 16nt_2, 550, 569, 10
sim_rand_118, 16nt_1, 572, 593, 8
sim_rand_118, 16nt_1, 594, 615, 9
sim_rand_118, 14nt_2, 629, 648, 8
sim_rand_118, 5mer_1, 657, 689, 13
sim_rand_118, 14nt_1, 689, 705, 10
sim_rand_118, 16nt_1, 708, 731, 10
sim_rand_118, trimer_1, 732, 763, 12
sim_rand_118, 5mer_1, 770, 800, 12
sim_rand_118, 16nt_2, 800, 819, 7
sim_rand_118, 16nt_1, 819, 837, 7
sim_rand_118, 18nt_1, 841, 867, 10
sim_rand_118, 14nt_2, 873, 890, 7
sim_rand_118, 14nt_2, 895, 915, 5
sim_rand_118, 14nt_2, 917, 935, 9
sim_rand_118, 18nt_1, 936, 956, 9
sim_rand_118, 20nt_1, 969, 997, 10
sim_rand_119, 5mer_2, 16, 41, 10
sim_rand_119, 14nt_2, 43, 59, 6
sim_rand_119, 4mer_2, 61, 95, 12
sim_rand_119, 16nt_1, 96, 115, 9
sim_rand_119, 16nt_2, 118, 137, 7
sim_rand_119, 14nt_1, 141, 156, 6
sim_rand_119, 4mer_3, 157, 191, 13
sim_rand_119, 20nt_2, 196, 220, 7
sim_rand_119, 5mer_4, 225, 256, 12
sim_rand_119, 4mer_3, 256, 282, 12
sim_rand_119, 14nt_2, 288, 307, 6
sim_rand_119, 20nt_2, 311, 333, 8
sim_rand_119, 4mer_1, 339, 372, 12
sim_rand_119, 14nt_2, 372, 390, 8
sim_rand_119, 5mer_1, 392, 426, 13
sim_rand_119, 5mer_2, 428, 460, 12
sim_rand_119, 14nt_2, 472, 491, 5
sim_rand_119, 14nt_1, 500, 519, 8
sim_rand_119, 18nt_2, 519, 543, 8
sim_rand_119, 4mer_2, 553, 585, 12
sim_rand_119, 18nt_2, 585, 603, 9
sim_rand_119, trimer_3, 603, 635, 11
sim_rand_119, 18nt_1, 636, 660, 9
sim_rand_119, 14nt_1, 668, 686, 7
sim_rand_119, 16nt_2, 691, 710, 9
sim_rand_119, 16nt_2, 714, 734, 8
sim_rand_119, 14nt_1, 735, 754, 9
sim_rand_119, 14nt_1, 761, 782, 7
sim_rand_119, 14nt_1, 782, 798, 9
sim_rand_119, 14nt_2, 801, 820, 6
sim_rand_119, 5mer_2, 833, 863, 13
sim_rand_119, 20nt_2, 863, 888, 10
sim_rand_119, 18nt_2, 889, 913, 9
sim_rand_119, 18nt_1, 917, 940, 9
sim_rand_119, 14nt_1, 941, 955, 9
sim_rand_119, 5mer_2, 955, 987, 14
sim_rand_120, 16nt_2, 5, 23, 7
sim_rand_120, trimer_3, 27, 59, 10
sim_rand_120, 5mer_2, 59, 87, 12
sim_rand_120, 16nt_2, 96, 116, 7
sim_rand_120, 5mer_3, 118, 147, 13
sim_rand_120, 16nt_1, 149, 168, 7
sim_rand_120, 4mer_3, 169, 199, 12
sim_rand_120, 16nt_1, 208, 229, 7
sim_rand_120, 5mer_2, 233, 262, 13
sim_rand_120, 5mer_5, 264, 295, 10
sim_rand_120, 16nt_1, 295, 315, 7
sim_rand_120, 4mer_2, 323, 352, 10
sim_rand_120, 14nt_2, 355, 369, 8
sim_rand_120, 14nt_2, 369, 386, 6
sim_rand_120, 5mer_4, 386, 409, 14
sim_rand_120, 14nt_2, 409, 425, 7
sim_rand_120, trimer_1, 429, 461, 14
sim_rand_120, 14nt_1, 465, 485, 7
sim_rand_120, 5mer_5, 488, 522, 13
sim_rand_120, 5mer_1, 523, 554, 15
sim_rand_120, 14nt_2, 557, 576, 7
sim_rand_120, 5mer_4, 578, 611, 11
sim_rand_120, 20nt_2, 614, 641, 12
sim_rand_120, 16nt_1, 646, 671, 8
sim_rand_120, 4mer_4, 672, 695, 10
sim_rand_120, 16nt_1, 695, 716, 8
sim_rand_120, 16nt_2, 718, 741, 8
sim_rand_120, 14nt_1, 750, 767, 6
sim_rand_120, 14nt_1, 775, 793, 7
sim_rand_120, 14nt_1, 797, 814, 7
sim_rand_120, 5mer_2, 821, 847, 9
sim_rand_120, 14nt_1, 849, 863, 7
sim_rand_120, 4mer_1, 863, 893, 12
sim_rand_120, 5mer_3, 899, 930, 11
sim_rand_120, 14nt_1, 934, 953, 6
sim_rand_120, 5mer_2, 968, 1000, 13
sim_rand_121, 14nt_1, 0, 14, 9
sim_rand_121, trimer_2, 14, 47, 13
sim_rand_121, 14nt_2, 47, 66, 9
sim_rand_121, 20nt_1, 66, 93, 10
sim_rand_121, 16nt_1, 94, 113, 12
sim_rand_121, 5mer_1, 113, 145, 11
sim_rand_121, trimer_1, 154, 183, 12
sim_rand_121, 14nt_1, 184, 203, 7
sim_rand_121, 14nt_1, 206, 225, 7
sim_rand_121, 14nt_2, 225, 242, 8
sim_rand_121, 18nt_2, 244, 266, 8
sim_rand_121, 16nt_2, 266, 286, 9
sim_rand_121, 16nt_1, 288, 310, 9
sim_rand_121, 14nt_1, 324, 342, 6
sim_rand_121, 20nt_1, 346, 373, 11
sim_rand_121, 5mer_5, 380, 415, 12
sim_rand_121, 14nt_1, 415, 429, 8
sim_rand_121, 16nt_1, 432, 453, 5
